Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data,CoefficientHannum
cg15002214,9241,36,17,NM_005450.2,0.034709451,NA
cg15003158,202243,36,5,NM_176816.2,0.117701712,NA
cg15003434,6838,36,9,NM_006753.3,0.05846991,NA
cg15005385,6349,36,17,NM_021006.4,0.660249427,NA
cg15006396,64332,36,3,NM_031419.2,0.126384693,NA
cg15006973,2701,36,1,NM_002060.2,0.821425284,NA
cg15008991,55634,36,X,NM_017776.1,0.137605457,NA
cg15009698,8546,36,5,NM_003664.3,0.040271707,NA
cg15009813,8742,36,17,NM_153012.1,0.065619977,NA
cg15010067,116541,36,19,NM_172251.1,0.05099632,NA
cg15010390,4717,36,4,NM_002494.2,0.050071442,NA
cg15013019,4066,36,19,NM_005583.3,0.188554405,NA
cg15014034,4128,36,X,NM_000240.2,0.255490224,NA
cg15014458,27076,36,19,NM_014400.1,0.270586136,NA
cg15014549,55244,36,17,NM_018242.2,0.06556375,NA
cg15016234,55223,36,1,NM_018207.1,0.045169724,NA
cg15016628,680,36,X,NM_001727.1,0.654602845,NA
cg15018760,9997,36,22,NM_005138.1,0.038868734,NA
cg15019617,3434,36,10,NM_001001887.1,0.104108623,NA
cg15020645,324,36,5,NM_000038.3,0.085769749,NA
cg15021292,5295,36,5,NM_181523.1,0.775225364,NA
cg15021531,1649,36,12,NM_004083.4,0.050869085,NA
cg15025769,4649,36,15,NM_006901.1,0.022495051,NA
cg15028436,51314,36,7,NM_016616.2,0.841880848,NA
cg15031780,5195,36,1,NM_004565.1,0.030584985,NA
cg15032239,23191,36,15,NM_014608.2,0.103932602,NA
cg15034135,171019,36,5,NM_133638.2,0.030777342,NA
cg15034763,127428,36,1,NM_153035.1,0.059091122,NA
cg15035273,9924,36,12,NM_014871.2,0.052865822,NA
cg15035713,7011,36,14,NM_007110.3,0.037329561,NA
cg15036529,NA,NA,NA,NA,NA,NA
cg15037004,167465,36,5,NM_152625.1,0.532899665,NA
cg15039399,10263,36,11,NM_005851.3,0.024346948,NA
cg15041659,9923,36,1,NM_014870.2,0.031487635,NA
cg15042080,157753,36,8,NM_153015.1,0.048659505,NA
cg15042385,51619,36,7,NM_015983.2,0.056741209,NA
cg15042806,84516,36,16,NM_032486.2,0.040994849,NA
cg15043057,1503,36,1,NM_001905.1,0.23830517,NA
cg15043801,1786,36,19,NM_001379.1,0.062408956,NA
cg15043975,11186,36,3,NT_022517.17,0.092079324,NA
cg15044041,55779,36,3,NM_018338.2,0.451415591,NA
cg15044073,23075,36,11,NM_015055.1,0.053628988,NA
cg15045441,79940,36,6,NM_024882.1,0.052199978,NA
cg15046675,951,36,19,NM_001774.1,0.526544744,NA
cg15046693,1054,36,19,NM_001806.2,0.603365808,NA
cg15046735,81892,36,14,NM_031210.3,0.022452467,NA
cg15047833,5432,36,16,NM_032940.1,0.060518868,NA
cg15050111,57822,36,1,NM_021180.2,0.087620633,NA
cg15051063,5088,36,3,,0.785700023,NA
cg15052335,9663,36,18,NM_014646.2,0.684207247,NA
cg15052901,123041,36,14,NM_153646.2,0.202689627,NA
cg15054260,8767,36,8,NM_003821.4,0.04676615,NA
cg15055101,10045,36,19,NM_005490.1,0.382647765,NA
cg15056107,55746,36,1,NM_018230.2,0.043669491,NA
cg15056247,7259,36,6,NM_003309.1,0.041861461,NA
cg15056412,63941,36,20,NM_031231.2,0.055912975,NA
cg15057581,140885,36,20,NM_080792.1,0.056726069,NA
cg15057726,4171,36,3,NM_004526.2,0.049761304,NA
cg15059511,55192,36,15,NM_018163.1,0.044389737,NA
cg15059932,7776,36,18,NM_007345.1,0.072564261,NA
cg15060177,22908,36,3,NM_014016.2,0.035526953,NA
cg15060813,79414,36,19,NM_024509.1,0.498553957,NA
cg15061008,23523,36,22,NM_012295.2,0.07068078,NA
cg15062535,162963,36,19,NM_173530.1,0.841063973,NA
cg15062795,2120,36,12,NM_001987.3,0.039818185,NA
cg15065896,2803,36,3,NM_002078.3,0.05076233,NA
cg15068733,2256,36,17,NM_004112.2,0.170049212,NA
cg15070798,84219,36,16,NM_032259.1,0.051540295,NA
cg15071391,9107,36,13,NM_004685.2,0.744779694,NA
cg15075170,8577,36,9,NM_003692.2,0.046504967,NA
cg15075718,83552,36,11,NM_031433.1,0.761274843,NA
cg15076218,8503,36,1,NM_003629.2,0.048737388,NA
cg15076659,6548,36,1,NM_003047.2,0.138176607,NA
cg15077070,8808,36,2,NM_003854.2,0.492001817,NA
cg15077637,9343,36,17,NM_004247.2,0.072308997,NA
cg15078027,81576,36,19,NM_030818.2,0.037695248,NA
cg15078479,10038,36,14,NM_005484.2,0.025411589,NA
cg15081561,79839,36,18,NM_024781.1,0.860028608,NA
cg15082782,83740,36,X,NM_080720.1,0.889049333,NA
cg15083227,80301,36,15,NM_025201.3,0.154170202,NA
cg15083233,11217,36,9,NM_001004065.2,0.128370296,NA
cg15085805,25804,36,19,NM_012321.2,0.051116221,NA
cg15087147,64101,36,7,NM_022143.3,0.060450652,NA
cg15089387,85480,36,5,NM_033035.3,0.175995176,NA
cg15089487,56906,36,15,NM_020147.2,0.061573566,NA
cg15091337,56655,36,2,NM_019896.2,0.070803976,NA
cg15091410,133396,36,5,NM_139017.3,0.495610416,NA
cg15092544,5908,36,12,NM_001010942.1,0.013325525,NA
cg15092802,29991,36,9,NM_014582.1,0.800640973,NA
cg15094912,23275,36,21,NM_015227.3,0.044633483,NA
cg15095327,132014,36,3,NM_144640.2,0.420507938,NA
cg15096123,9622,36,19,NM_004917.2,0.852167533,NA
cg15096140,4430,36,2,NM_012223.2,0.363099357,NA
cg15097876,5464,36,10,NM_021129.2,0.033533004,NA
cg15098690,27309,36,4,NM_014487.2,0.089045754,NA
cg15100639,7920,36,6,NM_021160.1,0.037180462,NA
cg15101633,55384,36,14,NT_026437.11,0.547390126,NA
cg15103426,150275,36,22,NM_173510.1,0.035389523,NA
cg15103675,6675,36,1,NM_003115.3,0.019641782,NA
cg15104484,55670,36,22,NM_017929.2,0.03160383,NA
cg15105081,28971,36,11,NM_024684.2,0.101638079,NA
cg15105660,9076,36,3,NM_021101.3,0.087780372,NA
cg15105703,90527,36,15,NM_144565.2,0.081900918,NA
cg15105987,6657,36,3,NM_003106.2,0.219905407,NA
cg15107670,7490,36,11,NM_000378.3,0.077792846,NA
cg15109207,8605,36,19,NM_003706.1,0.628265375,NA
cg15109571,51684,36,10,NM_016169.2,0.040977481,NA
cg15111734,143282,36,10,NM_152429.2,0.093205022,NA
cg15113803,6010,36,3,NM_000539.2,0.882082993,NA
cg15118204,51547,36,17,NM_016538.1,0.153523536,NA
cg15118503,130872,36,2,NM_152392.1,0.095403725,NA
cg15119375,79014,36,16,NM_024048.2,0.0434056,NA
cg15120247,79630,36,1,NM_024579.1,0.844262513,NA
cg15120497,7200,36,3,NM_007117.1,0.864806541,NA
cg15120925,8437,36,12,NM_004658.1,0.11618935,NA
cg15120942,5333,36,3,NM_006225.1,0.262299667,NA
cg15121304,3535,36,22,,0.817232623,NA
cg15125424,8835,36,12,NM_003877.3,0.076543954,NA
cg15125472,126393,36,19,NM_144617.1,0.214276038,NA
cg15125634,8766,36,15,NM_004663.3,0.053013748,NA
cg15127324,116984,36,4,NM_015230.2,0.076483709,NA
cg15127733,116835,36,20,NM_052970.3,0.467795708,NA
cg15127806,28977,36,12,NM_014050.2,0.047497535,NA
cg15128849,11147,36,1,NM_007071.1,0.057964301,NA
cg15128898,79925,36,5,NM_024867.2,0.050502447,NA
cg15129294,388372,36,17,NM_207007.2,0.549168573,NA
cg15133363,29923,36,7,NM_013332.1,0.060765158,NA
cg15133917,7273,36,2,NM_003319.2,0.64676534,NA
cg15134628,6300,36,22,NM_002969.3,0.048633599,NA
cg15134649,4493,36,16,NM_175617.2,0.063458645,NA
cg15139737,54461,36,9,NM_178226.1,0.036277145,NA
cg15140807,388387,36,17,NM_207388.1,0.859799657,NA
cg15142488,147719,36,19,NM_173506.3,0.960536891,NA
cg15143643,2192,36,22,NM_001996.2,0.870386182,NA
cg15144793,23677,36,2,NM_014521.1,0.030631558,NA
cg15146720,63917,36,7,NM_022087.1,0.081006365,NA
cg15146752,1969,36,1,NM_004431.2,0.312993716,NA
cg15147435,51303,36,12,NM_016594.1,0.043430892,NA
cg15147516,83881,36,1,NM_031944.1,0.085319234,NA
cg15147545,3688,36,10,NM_002211.2,0.031670673,NA
cg15149098,6820,36,19,NM_177973.1,0.776120522,NA
cg15149645,26471,36,16,NM_012385.1,0.576231718,NA
cg15149938,348645,36,22,NM_198851.1,0.742987724,NA
cg15153383,10300,36,16,NM_005886.1,0.061976955,NA
cg15154229,1357,36,7,NM_001868.1,0.657330533,NA
cg15156078,5923,36,15,NM_002891.3,0.087803169,NA
cg15156367,253152,36,1,NM_173567.2,0.686663818,NA
cg15156836,57190,36,1,NM_020451.2,0.064712749,NA
cg15156844,9229,36,18,NM_004746.2,0.96433855,NA
cg15157837,26505,36,2,NM_199078.1,0.032832602,NA
cg15158783,5196,36,4,NM_002619.1,0.472001635,NA
cg15160312,1739,36,3,NM_004087.1,0.033186316,NA
cg15160445,2778,36,20,NT_011362.9,0.545475103,NA
cg15160742,51029,36,1,NM_016076.2,0.042407395,NA
cg15161055,51295,36,19,NM_016581.2,0.049926397,NA
cg15161785,55256,36,2,NM_018269.1,0.031721384,NA
cg15164103,4232,36,7,NT_007933.14,0.25781465,NA
cg15164958,222008,36,7,NM_182546.1,0.086669252,NA
cg15165084,65983,36,5,NM_023927.1,0.025438013,NA
cg15166050,197021,36,15,NM_207338.1,0.897642233,NA
cg15166089,388611,36,1,NM_207397.1,0.701223852,NA
cg15167433,7515,36,19,NM_006297.1,0.069190735,NA
cg15169162,5961,36,6,NM_000322.2,0.847940935,NA
cg15170424,55529,36,8,NM_018710.1,0.041191713,NA
cg15170903,51747,36,17,NM_016424.3,0.047450719,NA
cg15171237,836,36,4,NM_004346.3,0.867136123,NA
cg15173196,29089,36,1,NM_014176.1,0.075843004,NA
cg15175266,1010,36,5,NM_004061.2,0.713417406,NA
cg15175577,51493,36,22,NM_014306.2,0.043151261,NA
cg15177359,201294,36,17,NM_199242.1,0.21576721,NA
cg15177917,199699,36,19,NM_152654.2,0.266239891,NA
cg15178040,221357,36,6,NM_153699.1,0.804186851,NA
cg15182360,64881,36,13,NM_022843.2,0.079150093,NA
cg15183083,3739,36,11,NM_002233.2,0.120249998,NA
cg15185001,51599,36,19,NM_205835.2,0.052483587,NA
cg15185286,51390,36,6,NM_016108.2,0.033379646,NA
cg15185794,11240,36,1,NM_007365.1,0.071522393,NA
cg15185804,5238,36,6,NM_015599.1,0.067908502,NA
cg15186584,84688,36,9,NM_147168.1,0.858233544,NA
cg15186869,55148,36,14,NM_018108.2,0.077361181,NA
cg15187606,10158,36,1,NM_005764.3,0.87443056,NA
cg15188491,5565,36,1,NM_005399.3,0.062993024,NA
cg15188688,8318,36,22,NM_003504.3,0.726855291,NA
cg15191648,27164,36,18,NM_171999.1,0.107034668,NA
cg15195276,1902,36,9,NM_001401.3,0.043013849,NA
cg15195353,84662,36,16,NM_032575.1,0.851856822,NA
cg15195412,6376,36,16,NM_002996.3,0.340298457,NA
cg15198335,115752,36,15,NM_133375.2,0.028193153,NA
cg15200096,3750,36,X,NM_004979.4,0.347167654,NA
cg15201291,1558,36,10,NM_030878.1,0.788326948,NA
cg15201599,83548,36,13,NM_031431.2,0.045754632,NA
cg15201635,55512,36,16,NM_018667.2,0.051112306,NA
cg15201877,5733,36,1,NM_000957.2,0.125741206,NA
cg15201909,3561,36,X,NM_000206.1,0.525219711,NA
cg15202954,259232,36,13,NM_052867.1,0.150178055,NA
cg15205507,55422,36,19,NM_018555.4,0.113422199,NA
cg15206330,55135,36,17,NM_018081.1,0.029954605,NA
cg15206445,6687,36,16,NM_003119.2,0.532478415,NA
cg15207619,81617,36,13,NM_030925.1,0.193324416,NA
cg15207953,400841,36,20,NM_207470.1,0.691535769,NA
cg15209169,23637,36,9,NM_012197.2,0.372628388,NA
cg15210427,128821,36,20,NM_080610.1,0.564037942,NA
cg15210596,51097,36,1,NM_016002.2,0.038608247,NA
cg15210999,84062,36,6,NM_183040.1,0.676583307,NA
cg15211655,114876,36,18,NM_080597.2,0.037925397,NA
cg15211677,51186,36,X,NM_001006612.1,0.200028855,NA
cg15212440,118980,36,10,NM_178858.3,0.041528688,NA
cg15213605,23450,36,16,NM_012426.3,0.07276892,NA
cg15214092,6182,36,17,NM_002949.2,0.04618289,NA
cg15214137,283209,36,11,NM_173582.3,0.051730303,NA
cg15215114,254863,36,17,NM_152766.2,0.032888728,NA
cg15219393,133522,36,5,NM_133263.2,0.070524075,NA
cg15222604,3054,36,X,NM_005334.1,0.826411876,NA
cg15223781,2241,36,5,NM_005246.1,0.071450588,NA
cg15225105,29901,36,11,NM_013299.2,0.039293732,NA
cg15226751,84328,36,1,NM_032368.3,0.847892884,NA
cg15227610,1410,36,11,NM_001885.1,0.611884311,NA
cg15227982,54838,36,10,NM_017787.3,0.260176424,NA
cg15228639,123745,36,15,NM_198442.1,0.611246153,NA
cg15229026,10422,36,9,NM_016172.2,0.0733273,NA
cg15230273,1946,36,5,NM_001962.1,0.100146547,NA
cg15231886,10813,36,X,NM_006649.2,0.238879897,NA
cg15232450,6419,36,3,NM_006515.1,0.040761534,NA
cg15233681,3554,36,2,NM_000877.2,0.858919486,NA
cg15234096,167410,36,5,NM_153234.3,0.807548663,NA
cg15235185,51377,36,1,NM_015984.1,0.039836656,NA
cg15235832,10097,36,2,NM_005722.2,0.084741494,NA
cg15236866,1745,36,2,NM_178120.3,0.148692808,NA
cg15238200,201292,36,17,NM_173547.2,0.721075357,NA
cg15238224,11074,36,6,NM_007028.3,0.559594409,NA
cg15239123,64093,36,14,NM_022137.3,0.061769632,NA
cg15239579,10131,36,16,NM_016292.1,0.207645111,NA
cg15239703,84869,36,4,NM_032783.3,0.063392752,NA
cg15240064,7559,36,7,NM_016265.2,0.104216767,NA
cg15241084,51284,36,X,NM_016562.3,0.587202612,NA
cg15241708,57472,36,5,NM_015455.3,0.790752669,NA
cg15242570,1514,36,9,NM_001912.2,0.119289266,NA
cg15243024,29959,36,2,NM_013392.2,0.039859118,NA
cg15247031,112487,36,14,NM_080664.1,0.389427752,NA
cg15247144,29108,36,16,NT_010393.15,0.046190011,NA
cg15248035,881,36,9,NM_005893.1,0.691389563,NA
cg15248979,57695,36,2,NM_020935.1,0.037032407,NA
cg15249164,539,36,21,NM_001697.2,0.036565884,NA
cg15250507,55765,36,1,NM_018265.1,0.067499379,NA
cg15250797,6344,36,2,NM_002980.1,0.135865017,NA
cg15253243,79586,36,2,NM_024536.4,0.037253218,NA
cg15253304,NA,NA,NA,NA,NA,NA
cg15253672,6697,36,2,NM_003124.3,0.038691142,NA
cg15256539,594,36,6,NM_000056.2,0.029854078,NA
cg15257765,26589,36,15,NM_022163.2,0.048238858,NA
cg15258980,9938,36,2,NM_014882.2,0.484108532,NA
cg15259973,1829,36,18,NM_001943.1,0.111651878,NA
cg15260250,1176,36,5,NM_001284.2,0.031008798,NA
cg15261665,4057,36,3,NM_002343.2,0.226702298,NA
cg15262516,1284,36,13,NM_001846.1,0.226262608,NA
cg15262928,10440,36,1,NM_006335.1,0.047140064,NA
cg15262984,51619,36,7,NM_015983.2,0.058328444,NA
cg15264255,79815,36,8,NM_024759.1,0.102204317,NA
cg15264273,169841,36,9,NM_194320.1,0.817561579,NA
cg15264303,10233,36,12,NM_201650.1,0.126642546,NA
cg15264808,56942,36,16,NM_020188.2,0.059693556,NA
cg15269294,9631,36,5,NM_004298.2,0.055627136,NA
cg15269863,167681,36,6,NM_153362.1,0.118543678,NA
cg15269875,283120,36,11,NT_009237.17,0.79041723,NA
cg15270851,79587,36,13,NM_024537.1,0.059133142,NA
cg15270950,7048,36,3,NT_022517.17,0.052618064,NA
cg15271594,6159,36,3,NM_000992.2,0.048948511,NA
cg15271616,9853,36,9,NM_014806.1,0.15564859,NA
cg15272684,79932,36,1,NM_182686.1,0.628233752,NA
cg15272690,29070,36,16,NM_014157.2,0.052299368,NA
cg15275890,10478,36,22,NM_006358.2,0.835073901,NA
cg15277108,10993,36,12,NM_006843.2,0.833163995,NA
cg15278682,6865,36,10,NM_001057.1,0.910677099,NA
cg15278948,130617,36,2,NM_138802.1,0.043676597,NA
cg15279364,222865,36,7,NM_152913.1,0.20401354,NA
cg15280964,23029,36,1,NM_015014.1,0.085964122,NA
cg15284635,6538,36,3,NM_014229.1,0.397653524,NA
cg15286372,55227,36,6,NM_025168.1,0.041522859,NA
cg15286905,91452,36,10,NM_145698.1,0.050510097,NA
cg15287183,55607,36,7,XM_371933.2,0.155489421,NA
cg15288179,10923,36,5,NM_006713.2,0.01691888,NA
cg15293582,NA,NA,NA,NA,NA,NA
cg15293750,1787,36,10,NM_004412.3,0.033206731,NA
cg15296858,5496,36,2,NM_177983.1,0.878204975,NA
cg15297650,81615,36,2,NM_030923.2,0.593870361,NA
cg15298323,39,36,6,NM_005891.1,0.347979586,NA
cg15298545,81691,36,16,NM_030941.1,0.73215899,NA
cg15298594,51594,36,2,NM_015909.2,0.034544853,NA
cg15299463,8463,36,19,NM_003598.1,0.030998449,NA
cg15299721,133308,36,4,NM_178833.3,0.034656477,NA
cg15300989,8487,36,14,NM_003616.2,0.048103226,NA
cg15301525,9114,36,16,NM_004691.3,0.024031079,NA
cg15301694,29966,36,14,NM_014574.2,0.805937128,NA
cg15301700,83482,36,8,NM_031309.3,0.062592017,NA
cg15302379,81621,36,10,NM_030929.3,0.716812416,NA
cg15302567,51400,36,11,NM_016147.1,0.061065393,NA
cg15303841,5988,36,22,NM_021026.1,0.812855845,NA
cg15304928,252839,36,1,NM_016456.2,0.048486291,NA
cg15305343,387338,36,1,NM_199044.2,0.022815572,NA
cg15305511,132884,36,4,NM_147127.2,0.231532895,NA
cg15307169,285489,36,4,NM_173660.2,0.050285879,NA
cg15307268,11245,36,15,NM_007223.1,0.084650903,NA
cg15307449,55421,36,17,NM_018553.1,0.705813263,NA
cg15308737,22901,36,17,NM_014960.2,0.782758869,NA
cg15309006,63928,36,16,NM_022097.1,0.075843744,NA
cg15309066,54205,36,7,NM_018947.4,0.023542218,NA
cg15309223,127428,36,1,NM_153035.1,0.039562599,NA
cg15309236,80823,36,X,NM_030639.1,0.233880756,NA
cg15309264,7444,36,2,NM_006296.3,0.067368375,NA
cg15309578,57162,36,2,NM_020651.2,0.472330149,NA
cg15310162,23562,36,21,NM_144492.1,0.784064278,NA
cg15310873,128602,36,20,NM_178456.2,0.472222728,NA
cg15311933,54896,36,1,NM_017765.1,0.026605646,NA
cg15312298,157638,36,8,NM_174911.3,0.19025112,NA
cg15312323,84616,36,17,NM_032524.1,0.695900482,NA
cg15315630,9204,36,1,NM_007167.2,0.036476392,NA
cg15316289,79174,36,22,NM_024324.2,0.878969203,NA
cg15316334,1048,36,19,NM_004363.1,0.244169463,NA
cg15317267,283120,36,11,NR_002196.1,0.768285247,NA
cg15318532,5994,36,13,NM_000538.2,0.027242354,NA
cg15319076,10671,36,8,NM_006571.2,0.03755002,NA
cg15319451,55092,36,1,NM_018022.1,0.078272291,NA
cg15319457,55502,36,2,NM_018645.3,0.036968692,NA
cg15320474,10537,36,6,NM_006398.2,0.77805539,NA
cg15321195,56894,36,21,NM_020132.3,0.069507592,NA
cg15321211,3185,36,10,NM_004966.2,0.245315984,NA
cg15322932,221,36,11,NM_000694.2,0.130859783,NA
cg15329467,1588,36,15,NM_000103.2,0.842530344,NA
cg15329483,280658,36,X,NM_173358.2,0.750247776,NA
cg15329642,8643,36,1,NM_003738.3,0.605153609,NA
cg15329866,5337,36,3,NM_002662.2,0.688372524,NA
cg15331039,83699,36,6,NM_031469.1,0.029413337,NA
cg15334028,1785,36,19,NM_004945.2,0.066994104,NA
cg15337006,3684,36,16,NM_000632.2,0.608356327,NA
cg15337055,2353,36,14,NM_005252.2,0.037252837,NA
cg15337897,2248,36,11,NM_005247.2,0.100574004,NA
cg15339605,22797,36,7,NM_012252.2,0.216326675,NA
cg15341340,1777,36,19,NM_001375.2,0.05806054,NA
cg15341760,148645,36,1,NM_153709.1,0.861615411,NA
cg15342384,3189,36,10,NM_012207.1,0.027602355,NA
cg15343119,2587,36,18,NM_001480.2,0.117158992,NA
cg15344028,29851,36,2,NM_012092.2,0.673938522,NA
cg15344726,2700,36,13,NM_021954.2,0.924352857,NA
cg15345126,5873,36,15,NM_183234.1,0.046408173,NA
cg15348640,30,36,3,NM_001607.2,0.037735229,NA
cg15348799,6498,36,3,NM_005414.2,0.028819207,NA
cg15350036,54677,36,7,NM_021151.2,0.626288228,NA
cg15350194,348013,36,13,NM_182614.2,0.068791182,NA
cg15350455,80304,36,2,NM_025203.1,0.086701326,NA
cg15352315,9936,36,2,NM_014880.3,0.241699234,NA
cg15352829,122618,36,14,NM_138790.1,0.656332685,NA
cg15357518,79171,36,19,NM_024321.3,0.06432747,NA
cg15357639,4968,36,3,NM_002542.4,0.896451627,NA
cg15357945,5553,36,11,NM_002728.4,0.570413318,NA
cg15359413,63979,36,7,NM_022116.2,0.036447602,NA
cg15361231,51022,36,1,NM_016066.3,0.453079684,NA
cg15361590,56098,36,5,NM_018928.2,0.178538646,NA
cg15361750,27202,36,19,NM_018485.1,0.512146628,NA
cg15364303,4919,36,1,NM_005012.1,0.074975579,NA
cg15364537,148808,36,1,NM_181644.2,0.065940701,NA
cg15364618,27141,36,14,NM_014430.1,0.343121483,NA
cg15365950,122773,36,14,NM_172193.1,0.035082106,NA
cg15368822,9725,36,1,NM_014698.1,0.066307506,NA
cg15371509,65123,36,1,NM_023015.3,0.050195607,NA
cg15372098,84319,36,3,NM_032359.2,0.040473384,NA
cg15373285,55384,36,14,XR_000943.1,0.594042268,NA
cg15373633,117154,36,X,NM_053281.2,0.170939933,NA
cg15374234,146722,36,17,NM_139018.2,0.502971251,NA
cg15375239,10653,36,19,NM_021102.2,0.021494104,NA
cg15375586,50945,36,X,NM_016954.2,0.170840548,NA
cg15376097,10205,36,11,NM_005797.2,0.243215151,NA
cg15377518,9839,36,2,NM_014795.2,0.167153659,NA
cg15377649,81,36,19,NM_004924.3,0.047966663,NA
cg15378655,23270,36,6,NM_021648.4,0.080000956,NA
cg15379237,8704,36,1,NM_003780.3,0.053616963,NA
cg15379633,9609,36,22,NM_004914.2,0.151307578,NA
cg15379858,55790,36,8,NM_018371.3,0.712508634,NA
cg15379887,8545,36,3,NM_003663.3,0.127221521,NA
cg15381313,9971,36,12,NM_005123.1,0.637850432,NA
cg15381769,5796,36,6,NM_002844.2,0.040353621,NA
cg15383087,284406,36,19,NM_133466.1,0.596447938,NA
cg15383120,56940,36,6,NM_020185.3,0.375610843,NA
cg15383392,2017,36,11,NM_005231.2,0.050266243,NA
cg15383574,27109,36,14,NM_015684.2,0.056369678,NA
cg15384392,392,36,11,NM_004308.2,0.038034434,NA
cg15384599,6419,36,3,NM_006515.1,0.047312407,NA
cg15384717,9129,36,1,NM_004698.1,0.090856712,NA
cg15385623,7068,36,3,NM_000461.2,0.128981082,NA
cg15387123,9022,36,9,NM_004669.2,0.294004378,NA
cg15389153,152206,36,3,NM_144719.2,0.802709344,NA
cg15392792,1785,36,19,NM_004945.2,0.037772499,NA
cg15394409,55831,36,3,NM_018447.1,0.034625352,NA
cg15396310,9275,36,7,NM_001707.2,0.031733897,NA
cg15396367,91373,36,9,NM_207309.1,0.209773118,NA
cg15397506,93622,36,4,NM_138699.2,0.033727236,NA
cg15398448,53635,36,19,NM_017432.2,0.026471974,NA
cg15398520,80350,36,6,NM_024492.2,0.742592479,NA
cg15399561,10247,36,8,NM_005836.2,0.034758492,NA
cg15401952,80333,36,4,NM_147181.2,0.106879285,NA
cg15403517,6716,36,2,NM_000348.2,0.322930388,NA
cg15407570,23166,36,3,NM_015136.2,0.445815231,NA
cg15408407,6209,36,19,NM_001018.3,0.045614685,NA
cg15408454,4105,36,X,NM_005363.2,0.873885564,NA
cg15409266,115201,36,X,NM_178270.1,0.494226326,NA
cg15410903,119391,36,10,NM_183239.1,0.061338947,NA
cg15411984,10233,36,12,NM_201650.1,0.036433801,NA
cg15413566,3382,36,7,NM_022307.1,0.112054282,NA
cg15414833,154661,36,7,NM_138290.1,0.041835923,NA
cg15415507,1969,36,1,NM_004431.2,0.148009798,NA
cg15415509,154,36,5,NM_000024.3,0.118630007,NA
cg15415545,6818,36,16,NM_003166.3,0.027596737,NA
cg15416233,5076,36,10,NM_003987.2,0.050002762,NA
cg15416577,152185,36,3,NM_144718.2,0.035304763,NA
cg15417244,29951,36,12,NM_013377.2,0.696984626,NA
cg15417900,10330,36,12,NM_014255.3,0.050209952,NA
cg15419274,116092,36,20,NM_052951.2,0.046986254,NA
cg15422147,5268,36,18,NM_002639.2,0.72886968,NA
cg15422784,23507,36,1,NM_015350.1,0.867132345,NA
cg15423613,154881,36,7,NM_153033.1,0.031585678,NA
cg15423764,10249,36,11,NM_005838.2,0.603520823,NA
cg15423862,7881,36,3,NM_003471.2,0.868785284,NA
cg15425280,2891,36,4,NM_000826.2,0.109505299,NA
cg15425811,150291,36,22,NM_153044.1,0.384911117,NA
cg15426734,50855,36,16,NM_016948.1,0.072629286,NA
cg15427448,23621,36,11,NM_012104.3,0.043043485,NA
cg15427567,64745,36,14,NM_001029991.1,0.042265272,NA
cg15427656,11319,36,10,NM_007265.1,0.066844615,NA
cg15427774,64689,36,3,NM_031899.2,0.068443036,NA
cg15428653,20,36,9,NM_001606.3,0.068379242,NA
cg15430659,26507,36,10,NM_020348.1,0.735327357,NA
cg15431576,118812,36,10,NM_178832.2,0.129501691,NA
cg15432938,10023,36,10,NM_181355.1,0.054120076,NA
cg15433631,153572,36,5,NM_033267.2,0.106537066,NA
cg15434599,4193,36,12,NM_002392.2,0.068259854,NA
cg15435730,83741,36,6,NM_172238.1,0.072973485,NA
cg15437432,54732,36,5,NM_017510.3,0.0539654,NA
cg15439078,4634,36,3,NM_000258.1,0.890056117,NA
cg15439196,54805,36,10,NM_199077.1,0.212661307,NA
cg15439862,1825,36,18,NM_001941.2,0.120518608,NA
cg15441973,3176,36,2,NM_006895.2,0.790198743,NA
cg15442534,11235,36,3,NM_007217.3,0.034085498,NA
cg15442702,2264,36,5,NM_002011.3,0.110244258,NA
cg15443822,489,36,17,NM_005173.2,0.056869463,NA
cg15444978,4140,36,14,NM_002376.4,0.039962224,NA
cg15445332,8569,36,1,NM_003684.3,0.027639821,NA
cg15446391,7490,36,11,NT_009237.17,0.404580348,NA
cg15447479,6608,36,7,NM_005631.3,0.053973486,NA
cg15447486,8843,36,12,NM_006018.1,0.499255836,NA
cg15448245,2687,36,22,NM_004121.1,0.639264773,NA
cg15448599,132228,36,3,NM_153215.1,0.915316206,NA
cg15451100,5696,36,6,NM_004159.4,0.039060498,NA
cg15452204,1044,36,5,NM_001804.1,0.640916692,NA
cg15452426,1676,36,1,NM_004401.2,0.053300281,NA
cg15452573,6622,36,4,NM_000345.2,0.048738479,NA
